WID,EngWrd,HIN01
2599,decarbonisation of economy,अर्थव्यवस्था का वि‍कार्बनीकरण
2600,deceased depositor,दि‍वंगत जमाकर्ता
2601,deceased drawer,दि‍वंगत चेककर्ता / आहर्ता
2602,decelerated growth,मंद संवृद्धि
2603,decelerating growth,मंद हो रही संवृद्धि
2604,decentralization of capital,पूंजी का वि‍केंद्रीकरण
2605,decentralization of loan,ऋण का वि‍केंद्रीकरण
2606,decentralization of power,शक्ति  का वि‍केंद्रीकरण
2607,decentralized loan,वि‍केंद्रि‍त ऋण
2608,decentralized market,वि‍केंद्रि‍त बाजार
2609,decimal coinage,दशमलव सि‍क्का प्रणाली
2610,decision making machinery,नि‍र्णयन तंत्र
2611,declarant,घोषणाकर्ता
2612,declaration of fidelity and secrecy,वि‍श्वस्तता एवं गोपनीयता की घोषणा
2613,declaration of share qualification,शेयर-अर्हता की घोषणा
2614,declaration of solvency,शोधन-क्षमता की घोषणा
2615,declare ineligible,अपात्र घोषि‍त करना
2616,declare value,घोषि‍त मूल्य
2617,declared insolvent,घोषि‍त दि‍वालि‍या
2618,declared valuation rate,घोषि‍त मूल्यन दर
2619,decline,अस्वीकार करना
2620,declining inflation,गि‍रती मुद्रास्फीति
2621,declining market,गि‍रता बाजार
2622,declining price,गि‍रती कीमत
2623,decode,कूट शब्दों को पढ़ना
2624,deconfirmation,पुष्टि रद्द करना
2625,decontrol,वि‍नि‍यंत्रण
2626,decrease,कमी
2627,decreasing,ह्रासमान
2628,decreasing cost,घटती लागत
2629,decreasing demand,घटती मांग
2630,decree,डि‍क्री
2631,decree holder(= executive creditor= judgment creditor),डि‍क्री-प्राप्त लेनदार
2632,decree nisi,अपेक्षात्मक डि‍क्री
2633,deduct,काटना
2634,deduct - refunds,घटाएं - धनवापसी
2635,deduct entries,कटौती संबंधी प्रवि‍ष्टि‍यां
2636,deductable,कटौतीयोग्य
2637,deduction at source,स्रोत पर कटौती
2638,deed,वि‍लेख
2639,deed of agreement,करार वि‍लेख
2640,deed of assignment,समनुदेशन वि‍लेख
2641,deed of association,कंपनी का वि‍वरणपत्र / की नि‍यमावली
2642,deed of contract,संवि‍दा / ठेका वि‍लेख
2643,deed of lease,पट्टा वि‍लेख
2644,deed of mortgage,"बंधकपत्र, बंधक वि‍लेख"
2645,deed of partnership,भागीदारी वि‍लेख
2646,deed of sale,बि‍क्री वि‍लेख
2647,deed of settlement,समझौता वि‍लेख
2648,deed of transfer,अंतरण / हस्तांतरण वि‍लेख
2649,deep discount,अत्यधि‍क बट्टा
2650,deep discount bond,अत्यधि‍क बट्टाकृत बॉण्ड
2651,deep market,गहन बाजार
2652,deep pocketed investors,धनी नि‍वेशक
2653,deepening of capital,पूंजी-प्रधानता में वृद्धि‍
2654,deepening of market,बाजार में गहनता लाना
2655,defaced coin / note,वि‍रूपि‍त / वि‍कृत  सि‍क्का / नोट
2656,defalcation,गबन
2657,defalcation and losses,गबन/ खयानत और हानि‍यां
2658,default,चूक
2659,default in installment payment,कि‍स्त के भुगतान में चूक / व्यति‍क्रम
2660,default in payment,भुगतान में चूक / व्यति‍क्रम
2661,default swap,चूक अदला-बदली (स्वैप)
2662,defaulted account,चूक खाता
2663,defaulted amount,चूक की राशि
2664,defaulter,चूककर्ता / व्यति‍क्रमी बाकीदार
2665,defaulting account,व्यति‍क्रमि‍त खाता
2666,defect liability period,दोष दायि‍त्व अवधि
2667,defective,दोषपूर्ण / त्रुटि‍पूर्ण / त्रुटि‍युक्त
2668,defective note,दोषपूर्ण/ त्रुटि‍पूर्ण/ त्रुटि‍युक्त नोट
2669,defective planning,दोषपूर्ण / त्रुटि‍पूर्ण / त्रुटि‍युक्त आयोजना
2670,defective title,त्रुटि‍युक्त हक / स्वत्वाधि‍कार
